color,confidence,from,id,label,title,to,type
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#edge_id:CONTAINS,,,code/tools/build_graph#edge_id,CONTAINS
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#load_cache:CONTAINS,,,code/tools/build_graph#load_cache,CONTAINS
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#save_cache:CONTAINS,,,code/tools/build_graph#save_cache,CONTAINS
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#extract_frontmatter_tags:CONTAINS,,,code/tools/build_graph#extract_frontmatter_tags,CONTAINS
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#extract_frontmatter_field:CONTAINS,,,code/tools/build_graph#extract_frontmatter_field,CONTAINS
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#build_nodes:CONTAINS,,,code/tools/build_graph#build_nodes,CONTAINS
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#build_extracted_edges:CONTAINS,,,code/tools/build_graph#build_extracted_edges,CONTAINS
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#load_checkpoint:CONTAINS,,,code/tools/build_graph#load_checkpoint,CONTAINS
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#append_checkpoint:CONTAINS,,,code/tools/build_graph#append_checkpoint,CONTAINS
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#build_inferred_edges:CONTAINS,,,code/tools/build_graph#build_inferred_edges,CONTAINS
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#deduplicate_edges:CONTAINS,,,code/tools/build_graph#deduplicate_edges,CONTAINS
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#detect_communities:CONTAINS,,,code/tools/build_graph#detect_communities,CONTAINS
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#find_phantom_hubs:CONTAINS,,,code/tools/build_graph#find_phantom_hubs,CONTAINS
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#generate_report:CONTAINS,,,code/tools/build_graph#generate_report,CONTAINS
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#diff_graph:CONTAINS,,,code/tools/build_graph#diff_graph,CONTAINS
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#prioritize_inference:CONTAINS,,,code/tools/build_graph#prioritize_inference,CONTAINS
#9E9E9E,1.0,code/tools/build_graph,code/tools/build_graph->code/tools/build_graph#build_graph:CONTAINS,,,code/tools/build_graph#build_graph,CONTAINS
#9E9E9E,1.0,code/tools/check_i18n,code/tools/check_i18n->code/tools/check_i18n#main:CONTAINS,,,code/tools/check_i18n#main,CONTAINS
#9E9E9E,1.0,code/tools/cli,code/tools/cli->code/tools/cli#_run_py:CONTAINS,,,code/tools/cli#_run_py,CONTAINS
#9E9E9E,1.0,code/tools/cli,code/tools/cli->code/tools/cli#main:CONTAINS,,,code/tools/cli#main,CONTAINS
#9E9E9E,1.0,code/tools/context,code/tools/context->code/tools/context#_estimate_tokens:CONTAINS,,,code/tools/context#_estimate_tokens,CONTAINS
#9E9E9E,1.0,code/tools/context,code/tools/context->code/tools/context#_strip_frontmatter:CONTAINS,,,code/tools/context#_strip_frontmatter,CONTAINS
#9E9E9E,1.0,code/tools/context,code/tools/context->code/tools/context#_read_page:CONTAINS,,,code/tools/context#_read_page,CONTAINS
#9E9E9E,1.0,code/tools/context,code/tools/context->code/tools/context#_graph_neighbors:CONTAINS,,,code/tools/context#_graph_neighbors,CONTAINS
#9E9E9E,1.0,code/tools/context,code/tools/context->code/tools/context#_fts_search:CONTAINS,,,code/tools/context#_fts_search,CONTAINS
#9E9E9E,1.0,code/tools/context,code/tools/context->code/tools/context#build:CONTAINS,,,code/tools/context#build,CONTAINS
#9E9E9E,1.0,code/tools/context,code/tools/context->code/tools/context#save_pack:CONTAINS,,,code/tools/context#save_pack,CONTAINS
#9E9E9E,1.0,code/tools/context,code/tools/context->code/tools/context#main:CONTAINS,,,code/tools/context#main,CONTAINS
#9E9E9E,1.0,code/tools/export_agent_kit,code/tools/export_agent_kit->code/tools/export_agent_kit#load_graph:CONTAINS,,,code/tools/export_agent_kit#load_graph,CONTAINS
#9E9E9E,1.0,code/tools/export_agent_kit,code/tools/export_agent_kit->code/tools/export_agent_kit#run_preflight_check:CONTAINS,,,code/tools/export_agent_kit#run_preflight_check,CONTAINS
#9E9E9E,1.0,code/tools/export_agent_kit,code/tools/export_agent_kit->code/tools/export_agent_kit#package_skill:CONTAINS,,,code/tools/export_agent_kit#package_skill,CONTAINS
#9E9E9E,1.0,code/tools/export_agent_kit,code/tools/export_agent_kit->code/tools/export_agent_kit#main:CONTAINS,,,code/tools/export_agent_kit#main,CONTAINS
#9E9E9E,1.0,code/tools/file_to_md,code/tools/file_to_md->code/tools/file_to_md#convert_directory_to_md:CONTAINS,,,code/tools/file_to_md#convert_directory_to_md,CONTAINS
#9E9E9E,1.0,code/tools/file_to_md,code/tools/file_to_md->code/tools/file_to_md#main:CONTAINS,,,code/tools/file_to_md#main,CONTAINS
#9E9E9E,1.0,code/tools/fix_broken_wikilinks,code/tools/fix_broken_wikilinks->code/tools/fix_broken_wikilinks#_page_exists:CONTAINS,,,code/tools/fix_broken_wikilinks#_page_exists,CONTAINS
#9E9E9E,1.0,code/tools/fix_broken_wikilinks,code/tools/fix_broken_wikilinks->code/tools/fix_broken_wikilinks#_fix_line:CONTAINS,,,code/tools/fix_broken_wikilinks#_fix_line,CONTAINS
#9E9E9E,1.0,code/tools/fix_broken_wikilinks,code/tools/fix_broken_wikilinks->code/tools/fix_broken_wikilinks#fix_all:CONTAINS,,,code/tools/fix_broken_wikilinks#fix_all,CONTAINS
#9E9E9E,1.0,code/tools/fix_broken_wikilinks,code/tools/fix_broken_wikilinks->code/tools/fix_broken_wikilinks#main:CONTAINS,,,code/tools/fix_broken_wikilinks#main,CONTAINS
#9E9E9E,1.0,code/tools/graphify_hooks,code/tools/graphify_hooks->code/tools/graphify_hooks#install:CONTAINS,,,code/tools/graphify_hooks#install,CONTAINS
#9E9E9E,1.0,code/tools/graphify_hooks,code/tools/graphify_hooks->code/tools/graphify_hooks#uninstall:CONTAINS,,,code/tools/graphify_hooks#uninstall,CONTAINS
#9E9E9E,1.0,code/tools/graphify_hooks,code/tools/graphify_hooks->code/tools/graphify_hooks#status:CONTAINS,,,code/tools/graphify_hooks#status,CONTAINS
#9E9E9E,1.0,code/tools/graphify_hooks,code/tools/graphify_hooks->code/tools/graphify_hooks#main:CONTAINS,,,code/tools/graphify_hooks#main,CONTAINS
#4CAF50,1.0,code/tools/graph_query,code/tools/graph_query->code/tools/shared/graph_query_engine:IMPORTS,,,code/tools/shared/graph_query_engine,IMPORTS
#9E9E9E,1.0,code/tools/graph_query,code/tools/graph_query->code/tools/graph_query#format_result:CONTAINS,,,code/tools/graph_query#format_result,CONTAINS
#9E9E9E,1.0,code/tools/graph_query,code/tools/graph_query->code/tools/graph_query#main:CONTAINS,,,code/tools/graph_query#main,CONTAINS
#4CAF50,1.0,code/tools/heal,code/tools/heal->code/tools/lint:IMPORTS,,,code/tools/lint,IMPORTS
#9E9E9E,1.0,code/tools/heal,code/tools/heal->code/tools/heal#_atomic_write:CONTAINS,,,code/tools/heal#_atomic_write,CONTAINS
#9E9E9E,1.0,code/tools/heal,code/tools/heal->code/tools/heal#search_sources:CONTAINS,,,code/tools/heal#search_sources,CONTAINS
#9E9E9E,1.0,code/tools/heal,code/tools/heal->code/tools/heal#update_index:CONTAINS,,,code/tools/heal#update_index,CONTAINS
#9E9E9E,1.0,code/tools/heal,code/tools/heal->code/tools/heal#heal_missing_entities:CONTAINS,,,code/tools/heal#heal_missing_entities,CONTAINS
#9E9E9E,1.0,code/tools/health,code/tools/health->code/tools/health#check_empty_files:CONTAINS,,,code/tools/health#check_empty_files,CONTAINS
#9E9E9E,1.0,code/tools/health,code/tools/health->code/tools/health#_parse_index_links:CONTAINS,,,code/tools/health#_parse_index_links,CONTAINS
#9E9E9E,1.0,code/tools/health,code/tools/health->code/tools/health#check_index_sync:CONTAINS,,,code/tools/health#check_index_sync,CONTAINS
#9E9E9E,1.0,code/tools/health,code/tools/health->code/tools/health#check_broken_links:CONTAINS,,,code/tools/health#check_broken_links,CONTAINS
#9E9E9E,1.0,code/tools/health,code/tools/health->code/tools/health#_parse_log_entries:CONTAINS,,,code/tools/health#_parse_log_entries,CONTAINS
#9E9E9E,1.0,code/tools/health,code/tools/health->code/tools/health#check_log_coverage:CONTAINS,,,code/tools/health#check_log_coverage,CONTAINS
#9E9E9E,1.0,code/tools/health,code/tools/health->code/tools/health#fix_index_sync:CONTAINS,,,code/tools/health#fix_index_sync,CONTAINS
#9E9E9E,1.0,code/tools/health,code/tools/health->code/tools/health#fix_log_coverage:CONTAINS,,,code/tools/health#fix_log_coverage,CONTAINS
#9E9E9E,1.0,code/tools/health,code/tools/health->code/tools/health#run_health:CONTAINS,,,code/tools/health#run_health,CONTAINS
#9E9E9E,1.0,code/tools/health,code/tools/health->code/tools/health#format_report:CONTAINS,,,code/tools/health#format_report,CONTAINS
#9E9E9E,1.0,code/tools/ingest,code/tools/ingest->code/tools/ingest#IngestError:CONTAINS,,,code/tools/ingest#IngestError,CONTAINS
#9E9E9E,1.0,code/tools/ingest,code/tools/ingest->code/tools/ingest#_load_checkpoint:CONTAINS,,,code/tools/ingest#_load_checkpoint,CONTAINS
#9E9E9E,1.0,code/tools/ingest,code/tools/ingest->code/tools/ingest#_save_checkpoint:CONTAINS,,,code/tools/ingest#_save_checkpoint,CONTAINS
#9E9E9E,1.0,code/tools/ingest,code/tools/ingest->code/tools/ingest#_file_hash:CONTAINS,,,code/tools/ingest#_file_hash,CONTAINS
#9E9E9E,1.0,code/tools/ingest,code/tools/ingest->code/tools/ingest#_load_agent_context:CONTAINS,,,code/tools/ingest#_load_agent_context,CONTAINS
#9E9E9E,1.0,code/tools/ingest,code/tools/ingest->code/tools/ingest#sha256:CONTAINS,,,code/tools/ingest#sha256,CONTAINS
#9E9E9E,1.0,code/tools/ingest,code/tools/ingest->code/tools/ingest#build_wiki_context:CONTAINS,,,code/tools/ingest#build_wiki_context,CONTAINS
#9E9E9E,1.0,code/tools/ingest,code/tools/ingest->code/tools/ingest#parse_json_from_response:CONTAINS,,,code/tools/ingest#parse_json_from_response,CONTAINS
#9E9E9E,1.0,code/tools/ingest,code/tools/ingest->code/tools/ingest#update_index:CONTAINS,,,code/tools/ingest#update_index,CONTAINS
#9E9E9E,1.0,code/tools/ingest,code/tools/ingest->code/tools/ingest#extract_wikilinks:CONTAINS,,,code/tools/ingest#extract_wikilinks,CONTAINS
#9E9E9E,1.0,code/tools/ingest,code/tools/ingest->code/tools/ingest#validate_ingest:CONTAINS,,,code/tools/ingest#validate_ingest,CONTAINS
#9E9E9E,1.0,code/tools/ingest,code/tools/ingest->code/tools/ingest#convert_to_md:CONTAINS,,,code/tools/ingest#convert_to_md,CONTAINS
#9E9E9E,1.0,code/tools/ingest,code/tools/ingest->code/tools/ingest#ingest:CONTAINS,,,code/tools/ingest#ingest,CONTAINS
#9E9E9E,1.0,code/tools/jarvis_cli,code/tools/jarvis_cli->code/tools/jarvis_cli#_ensure_tools:CONTAINS,,,code/tools/jarvis_cli#_ensure_tools,CONTAINS
#9E9E9E,1.0,code/tools/jarvis_cli,code/tools/jarvis_cli->code/tools/jarvis_cli#cmd_start:CONTAINS,,,code/tools/jarvis_cli#cmd_start,CONTAINS
#9E9E9E,1.0,code/tools/jarvis_cli,code/tools/jarvis_cli->code/tools/jarvis_cli#cmd_stop:CONTAINS,,,code/tools/jarvis_cli#cmd_stop,CONTAINS
#9E9E9E,1.0,code/tools/jarvis_cli,code/tools/jarvis_cli->code/tools/jarvis_cli#cmd_status:CONTAINS,,,code/tools/jarvis_cli#cmd_status,CONTAINS
#9E9E9E,1.0,code/tools/jarvis_cli,code/tools/jarvis_cli->code/tools/jarvis_cli#cmd_pause:CONTAINS,,,code/tools/jarvis_cli#cmd_pause,CONTAINS
#9E9E9E,1.0,code/tools/jarvis_cli,code/tools/jarvis_cli->code/tools/jarvis_cli#cmd_resume:CONTAINS,,,code/tools/jarvis_cli#cmd_resume,CONTAINS
#9E9E9E,1.0,code/tools/jarvis_cli,code/tools/jarvis_cli->code/tools/jarvis_cli#cmd_tools:CONTAINS,,,code/tools/jarvis_cli#cmd_tools,CONTAINS
#9E9E9E,1.0,code/tools/jarvis_cli,code/tools/jarvis_cli->code/tools/jarvis_cli#cmd_approvals:CONTAINS,,,code/tools/jarvis_cli#cmd_approvals,CONTAINS
#9E9E9E,1.0,code/tools/jarvis_cli,code/tools/jarvis_cli->code/tools/jarvis_cli#cmd_events:CONTAINS,,,code/tools/jarvis_cli#cmd_events,CONTAINS
#9E9E9E,1.0,code/tools/jarvis_cli,code/tools/jarvis_cli->code/tools/jarvis_cli#main:CONTAINS,,,code/tools/jarvis_cli#main,CONTAINS
#9E9E9E,1.0,code/tools/lint,code/tools/lint->code/tools/lint#find_orphans:CONTAINS,,,code/tools/lint#find_orphans,CONTAINS
#9E9E9E,1.0,code/tools/lint,code/tools/lint->code/tools/lint#find_broken_links:CONTAINS,,,code/tools/lint#find_broken_links,CONTAINS
#9E9E9E,1.0,code/tools/lint,code/tools/lint->code/tools/lint#find_missing_entities:CONTAINS,,,code/tools/lint#find_missing_entities,CONTAINS
#9E9E9E,1.0,code/tools/lint,code/tools/lint->code/tools/lint#check_link_density:CONTAINS,,,code/tools/lint#check_link_density,CONTAINS
#9E9E9E,1.0,code/tools/lint,code/tools/lint->code/tools/lint#load_graph_data:CONTAINS,,,code/tools/lint#load_graph_data,CONTAINS
#9E9E9E,1.0,code/tools/lint,code/tools/lint->code/tools/lint#_build_degree_map:CONTAINS,,,code/tools/lint#_build_degree_map,CONTAINS
#9E9E9E,1.0,code/tools/lint,code/tools/lint->code/tools/lint#_build_community_map:CONTAINS,,,code/tools/lint#_build_community_map,CONTAINS
#9E9E9E,1.0,code/tools/lint,code/tools/lint->code/tools/lint#check_hub_stubs:CONTAINS,,,code/tools/lint#check_hub_stubs,CONTAINS
#9E9E9E,1.0,code/tools/lint,code/tools/lint->code/tools/lint#check_fragile_bridges:CONTAINS,,,code/tools/lint#check_fragile_bridges,CONTAINS
#9E9E9E,1.0,code/tools/lint,code/tools/lint->code/tools/lint#check_isolated_communities:CONTAINS,,,code/tools/lint#check_isolated_communities,CONTAINS
#9E9E9E,1.0,code/tools/lint,code/tools/lint->code/tools/lint#run_lint:CONTAINS,,,code/tools/lint#run_lint,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#MCPManager:CONTAINS,,,code/tools/mcp_manager#MCPManager,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#__init__:CONTAINS,,,code/tools/mcp_manager#__init__,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#_load_registry:CONTAINS,,,code/tools/mcp_manager#_load_registry,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#_save_registry:CONTAINS,,,code/tools/mcp_manager#_save_registry,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#list_servers:CONTAINS,,,code/tools/mcp_manager#list_servers,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#install:CONTAINS,,,code/tools/mcp_manager#install,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#_install_generated:CONTAINS,,,code/tools/mcp_manager#_install_generated,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#_install_pip:CONTAINS,,,code/tools/mcp_manager#_install_pip,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#_install_url:CONTAINS,,,code/tools/mcp_manager#_install_url,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#_install_local:CONTAINS,,,code/tools/mcp_manager#_install_local,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#uninstall:CONTAINS,,,code/tools/mcp_manager#uninstall,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#start:CONTAINS,,,code/tools/mcp_manager#start,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#stop:CONTAINS,,,code/tools/mcp_manager#stop,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#restart:CONTAINS,,,code/tools/mcp_manager#restart,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#status:CONTAINS,,,code/tools/mcp_manager#status,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#logs:CONTAINS,,,code/tools/mcp_manager#logs,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#test:CONTAINS,,,code/tools/mcp_manager#test,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#call_tool:CONTAINS,,,code/tools/mcp_manager#call_tool,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#stop_all:CONTAINS,,,code/tools/mcp_manager#stop_all,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#_update_registry:CONTAINS,,,code/tools/mcp_manager#_update_registry,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#_start_log_reader:CONTAINS,,,code/tools/mcp_manager#_start_log_reader,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#_register_builtins:CONTAINS,,,code/tools/mcp_manager#_register_builtins,CONTAINS
#9E9E9E,1.0,code/tools/mcp_manager,code/tools/mcp_manager->code/tools/mcp_manager#get_mcp_manager:CONTAINS,,,code/tools/mcp_manager#get_mcp_manager,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#_get_mcp_search_backend:CONTAINS,,,code/tools/mcp_server#_get_mcp_search_backend,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#_safe_wiki_path:CONTAINS,,,code/tools/mcp_server#_safe_wiki_path,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#_read_page:CONTAINS,,,code/tools/mcp_server#_read_page,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#_list_pages:CONTAINS,,,code/tools/mcp_server#_list_pages,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#_run_ingest:CONTAINS,,,code/tools/mcp_server#_run_ingest,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#resource_overview:CONTAINS,,,code/tools/mcp_server#resource_overview,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#resource_index:CONTAINS,,,code/tools/mcp_server#resource_index,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#wiki_search:CONTAINS,,,code/tools/mcp_server#wiki_search,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#wiki_read:CONTAINS,,,code/tools/mcp_server#wiki_read,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#wiki_write:CONTAINS,,,code/tools/mcp_server#wiki_write,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#wiki_list:CONTAINS,,,code/tools/mcp_server#wiki_list,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#wiki_ingest:CONTAINS,,,code/tools/mcp_server#wiki_ingest,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#wiki_memory_start:CONTAINS,,,code/tools/mcp_server#wiki_memory_start,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#wiki_memory_update:CONTAINS,,,code/tools/mcp_server#wiki_memory_update,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#wiki_memory_finish:CONTAINS,,,code/tools/mcp_server#wiki_memory_finish,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#wiki_memory_list:CONTAINS,,,code/tools/mcp_server#wiki_memory_list,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#wiki_context_build:CONTAINS,,,code/tools/mcp_server#wiki_context_build,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#summarize_topic:CONTAINS,,,code/tools/mcp_server#summarize_topic,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#compare_entities:CONTAINS,,,code/tools/mcp_server#compare_entities,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#find_contradictions:CONTAINS,,,code/tools/mcp_server#find_contradictions,CONTAINS
#9E9E9E,1.0,code/tools/mcp_server,code/tools/mcp_server->code/tools/mcp_server#_shutdown:CONTAINS,,,code/tools/mcp_server#_shutdown,CONTAINS
#9E9E9E,1.0,code/tools/memory,code/tools/memory->code/tools/memory#_validate_session_id:CONTAINS,,,code/tools/memory#_validate_session_id,CONTAINS
#9E9E9E,1.0,code/tools/memory,code/tools/memory->code/tools/memory#_today:CONTAINS,,,code/tools/memory#_today,CONTAINS
#9E9E9E,1.0,code/tools/memory,code/tools/memory->code/tools/memory#_now:CONTAINS,,,code/tools/memory#_now,CONTAINS
#9E9E9E,1.0,code/tools/memory,code/tools/memory->code/tools/memory#_next_id:CONTAINS,,,code/tools/memory#_next_id,CONTAINS
#9E9E9E,1.0,code/tools/memory,code/tools/memory->code/tools/memory#_frontmatter:CONTAINS,,,code/tools/memory#_frontmatter,CONTAINS
#9E9E9E,1.0,code/tools/memory,code/tools/memory->code/tools/memory#start:CONTAINS,,,code/tools/memory#start,CONTAINS
#9E9E9E,1.0,code/tools/memory,code/tools/memory->code/tools/memory#update:CONTAINS,,,code/tools/memory#update,CONTAINS
#9E9E9E,1.0,code/tools/memory,code/tools/memory->code/tools/memory#finish:CONTAINS,,,code/tools/memory#finish,CONTAINS
#9E9E9E,1.0,code/tools/memory,code/tools/memory->code/tools/memory#_append_decision:CONTAINS,,,code/tools/memory#_append_decision,CONTAINS
#9E9E9E,1.0,code/tools/memory,code/tools/memory->code/tools/memory#resume:CONTAINS,,,code/tools/memory#resume,CONTAINS
#9E9E9E,1.0,code/tools/memory,code/tools/memory->code/tools/memory#list_sessions:CONTAINS,,,code/tools/memory#list_sessions,CONTAINS
#9E9E9E,1.0,code/tools/memory,code/tools/memory->code/tools/memory#main:CONTAINS,,,code/tools/memory#main,CONTAINS
#9E9E9E,1.0,code/tools/migrate_to_pgsql,code/tools/migrate_to_pgsql->code/tools/migrate_to_pgsql#_load_pg_config:CONTAINS,,,code/tools/migrate_to_pgsql#_load_pg_config,CONTAINS
#9E9E9E,1.0,code/tools/migrate_to_pgsql,code/tools/migrate_to_pgsql->code/tools/migrate_to_pgsql#_connect_pg:CONTAINS,,,code/tools/migrate_to_pgsql#_connect_pg,CONTAINS
#9E9E9E,1.0,code/tools/migrate_to_pgsql,code/tools/migrate_to_pgsql->code/tools/migrate_to_pgsql#_sqlite_row_count:CONTAINS,,,code/tools/migrate_to_pgsql#_sqlite_row_count,CONTAINS
#9E9E9E,1.0,code/tools/migrate_to_pgsql,code/tools/migrate_to_pgsql->code/tools/migrate_to_pgsql#_migrate_schema:CONTAINS,,,code/tools/migrate_to_pgsql#_migrate_schema,CONTAINS
#9E9E9E,1.0,code/tools/migrate_to_pgsql,code/tools/migrate_to_pgsql->code/tools/migrate_to_pgsql#_migrate_wiki_pages:CONTAINS,,,code/tools/migrate_to_pgsql#_migrate_wiki_pages,CONTAINS
#9E9E9E,1.0,code/tools/migrate_to_pgsql,code/tools/migrate_to_pgsql->code/tools/migrate_to_pgsql#_migrate_embeddings:CONTAINS,,,code/tools/migrate_to_pgsql#_migrate_embeddings,CONTAINS
#9E9E9E,1.0,code/tools/migrate_to_pgsql,code/tools/migrate_to_pgsql->code/tools/migrate_to_pgsql#_migrate_pipeline_state:CONTAINS,,,code/tools/migrate_to_pgsql#_migrate_pipeline_state,CONTAINS
#9E9E9E,1.0,code/tools/migrate_to_pgsql,code/tools/migrate_to_pgsql->code/tools/migrate_to_pgsql#_migrate_scheduler:CONTAINS,,,code/tools/migrate_to_pgsql#_migrate_scheduler,CONTAINS
#9E9E9E,1.0,code/tools/migrate_to_pgsql,code/tools/migrate_to_pgsql->code/tools/migrate_to_pgsql#_migrate_analytics:CONTAINS,,,code/tools/migrate_to_pgsql#_migrate_analytics,CONTAINS
#9E9E9E,1.0,code/tools/migrate_to_pgsql,code/tools/migrate_to_pgsql->code/tools/migrate_to_pgsql#_tokenize_cjk_bigrams:CONTAINS,,,code/tools/migrate_to_pgsql#_tokenize_cjk_bigrams,CONTAINS
#9E9E9E,1.0,code/tools/migrate_to_pgsql,code/tools/migrate_to_pgsql->code/tools/migrate_to_pgsql#_parse_tags:CONTAINS,,,code/tools/migrate_to_pgsql#_parse_tags,CONTAINS
#9E9E9E,1.0,code/tools/migrate_to_pgsql,code/tools/migrate_to_pgsql->code/tools/migrate_to_pgsql#_verify_migration:CONTAINS,,,code/tools/migrate_to_pgsql#_verify_migration,CONTAINS
#9E9E9E,1.0,code/tools/migrate_to_pgsql,code/tools/migrate_to_pgsql->code/tools/migrate_to_pgsql#main:CONTAINS,,,code/tools/migrate_to_pgsql#main,CONTAINS
#9E9E9E,1.0,code/tools/multimodal_ingest,code/tools/multimodal_ingest->code/tools/multimodal_ingest#_encode_image:CONTAINS,,,code/tools/multimodal_ingest#_encode_image,CONTAINS
#9E9E9E,1.0,code/tools/multimodal_ingest,code/tools/multimodal_ingest->code/tools/multimodal_ingest#describe_image_gemini:CONTAINS,,,code/tools/multimodal_ingest#describe_image_gemini,CONTAINS
#9E9E9E,1.0,code/tools/multimodal_ingest,code/tools/multimodal_ingest->code/tools/multimodal_ingest#describe_image_ollama:CONTAINS,,,code/tools/multimodal_ingest#describe_image_ollama,CONTAINS
#9E9E9E,1.0,code/tools/multimodal_ingest,code/tools/multimodal_ingest->code/tools/multimodal_ingest#describe_image:CONTAINS,,,code/tools/multimodal_ingest#describe_image,CONTAINS
